current results
energy bin upper bound, current mean, current RE 
0.5, 0.56, 0.0890870806375
1.0, 0.08, 0.34082490543
flux results
0.5, 0.00073006575442, 0.12107004747
1.0, 6.85649361466e-05, 0.342158783893
